version_uri,date,author_ar,author_lat,book,title_ar,title_lat,ed_info,id,status,tok_length,local_path,tags,author_from_uri,author_lat_shuhra,author_lat_full_name,char_length,author_uri
0385IbnShahin.TarikhAsmaThiqat.JK000511-ara1,385,عمر بن أحمد أبو حفص الواعظ :: ابن شاهين,Ibn Shahin,0385IbnShahin.TarikhAsmaThiqat,تاريخ أسماء الثقات,Tarikh Asma Thiqat,صبحي السامرائي :: الكويت :: 1404 - 1984 :: الدار السلفية :: http://www.worldcat.org/oclc/21761322,JK000511,pri,25253.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0385IbnShahin/0385IbnShahin.TarikhAsmaThiqat/0385IbnShahin.TarikhAsmaThiqat.JK000511-ara1.completed,COMPLETED :: CENT0400 :: PPE :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: _THIQAT :: GAL@nodata :: PAGINATION :: JK@كتب الثقات :: JK@كتب الحديث النبوي الشريف وتراجم الرواة,Ibn Shahin,,,93177.0,0385IbnShahin
0385Daraqutni.SualatNaysaburi.JK000527-ara1,385,الدارقطني ::  أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن¶    دينار بن عبد الله الدارقطني,Daraqutni :: al-Dāraquṭnī ::  Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,0385Daraqutni.SualatNaysaburi,سؤالات الحاكم :: سؤالات الحاكم النيسابوري للدارقطني,Sualat Naysaburi,د. موفق بن عبدالله بن عبدالقادر :: الرياض :: 1404 - 1984 :: مكتبة المعارف :: http://www.worldcat.org/oclc/4770820367,JK000527,pri,7285.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0385Daraqutni/0385Daraqutni.SualatNaysaburi/0385Daraqutni.SualatNaysaburi.JK000527-ara1.completed,COMPLETED :: CENT0400 :: PPE :: _CILAL :: _HADITH :: _SUALAT :: _SUNNI :: _TARAJIM :: GAL@nodata :: PAGINATION :: JK@السؤالات :: JK@كتب الحديث النبوي الشريف وتراجم الرواة,Daraqutni,al-Dāraquṭnī,Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,27560.0,0385Daraqutni
0385Daraqutni.SualatHamza.JK000529-ara1,385,الدارقطني ::  أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن¶    دينار بن عبد الله الدارقطني,Daraqutni :: al-Dāraquṭnī ::  Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,0385Daraqutni.SualatHamza,سؤالات حمزة بن يوسف السهمي :: سؤالات حمزة,Sualat Hamza,موفق بن عبدالله بن عبدالقادر :: الرياض :: 1404 - 1984 :: مكتبة المعارف :: http://www.worldcat.org/oclc/4770650363,JK000529,pri,12824.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0385Daraqutni/0385Daraqutni.SualatHamza/0385Daraqutni.SualatHamza.JK000529-ara1.completed,COMPLETED :: CENT0400 :: _HADITH :: _SUALAT :: _SUNNI :: _TARAJIM :: GAL@nodata :: NO_MAJOR_ISSUES :: JK@السؤالات :: JK@كتب الحديث النبوي الشريف وتراجم الرواة,Daraqutni,al-Dāraquṭnī,Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,50155.0,0385Daraqutni
0388IbnBukayrSayrafi.FadailTasmiyya.JK000569-ara1,388,ابن بكير,Ibn Bukayr Sayrafi,0388IbnBukayrSayrafi.FadailTasmiyya,فضائل التسمية,Fadail Tasmiyya,,JK000569,pri,2208.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0388IbnBukayrSayrafi/0388IbnBukayrSayrafi.FadailTasmiyya/0388IbnBukayrSayrafi.FadailTasmiyya.JK000569-ara1,CENT0400 :: _AJZA :: _AKHLAQ :: _HADITH :: _SUNNI :: GAL@nodata :: JK@الأجزاء الموضوعية :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية,Ibn Bukayr Sayrafi,,,8354.0,0388IbnBukayrSayrafi
0395IbnMandahMuhammad.Fawaid.JK000587-ara1,395,ابن منده :: أبو عبد الله محمد بن إسحاق بن محمد بن عيسى ابن منده,Ibn Mandah Muhammad,0395IbnMandahMuhammad.Fawaid,الفوائد لابن منده :: الفوائد,Fawaid,مجدي السيد إبراهيم :: القاهرة :: مكتبة القرآن,JK000587,pri,4084.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0395IbnMandahMuhammad/0395IbnMandahMuhammad.Fawaid/0395IbnMandahMuhammad.Fawaid.JK000587-ara1,CENT0400 :: CENT0500 :: _AJZA :: _CHRONOMULTIPLE :: _FAWAID :: _HADITH :: _MISC :: _SUNNI :: _TARAJIM :: GAL@nodata :: JK@أجزاء حديثية :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@من كتب الفوائد,Ibn Mandah Muhammad,,,15593.0,0395IbnMandahMuhammad
0377IbnAhmadJurjani.JuzIbnGhitrif.JK000646-ara1,377,محمد بن أحمد بن الغطريف الجرجاني :: الجرجاني,Ibn Ahmad Jurjani,0377IbnAhmadJurjani.JuzIbnGhitrif,جزء ابن غطريف :: جزء ابن غطريف للجرجاني,Juz Ibn Ghitrif,د. عامر حسن صبري :: بيروت :: 1417 - 1997 :: دار البشائر الإسلامية,JK000646,pri,4910.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0377IbnAhmadJurjani/0377IbnAhmadJurjani.JuzIbnGhitrif/0377IbnAhmadJurjani.JuzIbnGhitrif.JK000646-ara1,CENT0400 :: _AJZA :: _HADITH :: _TARAJIM :: GAL@nodata :: JK@أجزاء حديثية :: JK@الأجزاء المسندة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة,Ibn Ahmad Jurjani,,,19018.0,0377IbnAhmadJurjani
0379IbnZabrRabci.TarikhMulidCulama.JK000651-ara1,379,ابن زبر الربعي :: محمد بن عبد الله بن أحمد بن سليمان بن زبر الربعي,Ibn Zabr Rabci,0379IbnZabrRabci.TarikhMulidCulama,تاريخ مولد العلماء و وفياتهم,Tārīḫ mūlid al-ʿulamāʾ wa wafayātihim,د. عبد الله أحمد سليمان الحمد :: الرياض :: 1410 :: دار العاصمة :: http://www.worldcat.org/oclc/949469716,JK000651,pri,34338.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0379IbnZabrRabci/0379IbnZabrRabci.TarikhMulidCulama/0379IbnZabrRabci.TarikhMulidCulama.JK000651-ara1.mARkdown,MARKDOWN :: BIO :: CENT0400 :: COL :: PPE :: _HADITH :: _TABAQAT :: _TARAJIM :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@hadith :: GAL@literature-arabic :: NO_MAJOR_ISSUES :: JK@التراجم العامة :: JK@الطبقات والتراجم :: JK@كتب التراجم العامة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة,Ibn Zabr Rabci,,,136300.0,0379IbnZabrRabci
0385Daraqutni.FawaidMuntaqatDhuhli.JK000652-ara1,385,الدارقطني ::  أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن¶    دينار بن عبد الله الدارقطني,Daraqutni :: al-Dāraquṭnī ::  Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,0385Daraqutni.FawaidMuntaqatDhuhli,الفوائد المنتقاة من الأصول من حديث القاضي¶    أبي طاهر  محمد بن أحمد بن عبد الله بن نصر بن بجير بن عبد¶    الله الذهلي :: حديث أبي الطاهر محمد بن أحمد بن عبد الله بن¶    نصر بن بجير  بن عبد الله بن صالح بن أسامة الذهلي,al-Fawāʾid al-muntaqāŧ min al-uṣūl min ḥadīṯ al-qāḍī¶    Abī Ṭāhir  Muḥammad b. Aḥmad b. ʿAbd Allāh b. Naṣr b. Buǧayr b. ʿAbd¶    Allāh al-Ḏuhlī :: Ḥadīṯ Abī al-Ṭāhir Muḥammad b. Aḥmad b. ʿAbd Allāh b.¶    Naṣr b. Buǧayr  b. ʿAbd Allāh b. Ṣāliḥ b. Usāmaŧ al-Ḏuhlī,حمدي عبد المجيد السلفي :: الكويت :: 1406 :: دار الخلفاء للكتاب الإسلامي :: http://www.worldcat.org/oclc/741213623,JK000652,pri,9162.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0385Daraqutni/0385Daraqutni.FawaidMuntaqatDhuhli/0385Daraqutni.FawaidMuntaqatDhuhli.JK000652-ara1.mARkdown,MARKDOWN :: CENT0400 :: _AJZA :: _HADITH :: _TARAJIM :: GAL@nodata :: INCOMPLETE_TEXT :: JK@أجزاء حديثية :: JK@الأجزاء المسندة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة,Daraqutni,al-Dāraquṭnī,Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,34709.0,0385Daraqutni
0395IbnMandahMuhammad.RisalaFiFadlAkhbar.JK000714-ara1,395,ابن منده :: محمد بن إسحاق بن محمد ابن منده,Ibn Mandah Muhammad,0395IbnMandahMuhammad.RisalaFiFadlAkhbar,رسالة في فضل الأخبار وشرح مذاهب أهل الآثار وحقيقة السنن :: شروط الأئمة ( فضل الأخبار ),Risala Fi Fadl Akhbar,عبد الرحمن عبد الجبار الفريوائي :: الرياض :: 1414 :: دار المسلم,JK000714,pri,5977.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0395IbnMandahMuhammad/0395IbnMandahMuhammad.RisalaFiFadlAkhbar/0395IbnMandahMuhammad.RisalaFiFadlAkhbar.JK000714-ara1,CENT0400 :: _CULUM :: _HADITH :: _MISC :: _MUSTALAHAT :: GAL@nodata :: JK@أخرى :: JK@كتب مصطح الحديث :: JK@مسائل في المصطلح,Ibn Mandah Muhammad,,,25159.0,0395IbnMandahMuhammad
0379MuhammadRabci.WasayaCulama.JK000830-ara1,379,ابن زبر الربعي ::  أبو سليمان محمد بن عبدالله بن أحمد بن سليمان بن زبر الربعي، الدمشقي,"Muhammad Rabci :: Ibn Zabr al-Rabʿī ::  Abū Sulaymān Muḥammad b. ʿAbd-Allāh b. Aḥmad b. Sulaymān b. Zabr al-Rabʿī, al-Dimašqī",0379MuhammadRabci.WasayaCulama,وصايا العلماء عند حضور الموت :: وصايا العلماء,Wasaya Culama,صلاح محمد الخيمي والشيخ عبد القادر الأرناؤوط :: دمشق - بيروت :: 1406 - 1986 :: دار ابن كثير,JK000830,pri,9279.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0379MuhammadRabci/0379MuhammadRabci.WasayaCulama/0379MuhammadRabci.WasayaCulama.JK000830-ara1,CENT0400 :: _AJZA :: _AKHLAQ :: _HADITH :: _MISC :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@hadith :: GAL@literature-arabic :: JK@أخرى :: JK@الكتب المسندة :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية,Muhammad Rabci,Ibn Zabr al-Rabʿī,"Abū Sulaymān Muḥammad b. ʿAbd-Allāh b. Aḥmad b. Sulaymān b. Zabr al-Rabʿī, al-Dimašqī",34636.0,0379MuhammadRabci
0385Daraqutni.AhadithAllatiKhulifaFihaMalikIbnAnas.JK000928-ara1,385,الدارقطني ::  أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن¶    دينار بن عبد الله الدارقطني,Daraqutni :: al-Dāraquṭnī ::  Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,0385Daraqutni.AhadithAllatiKhulifaFihaMalikIbnAnas,الأحاديث التي خولت فيها مالك بن أنس رضي الله عنه :: الأحاديث التي خولف فيها مالك بن أنس,Ahadith Allati Khulifa Fiha Malik Ibn Anas,أبو عبد الباري رضا بن خالد الجزائري :: الرياض :: 1418هـ- 1997م :: مكتبة الرشد :: http://www.worldcat.org/oclc/4771252274,JK000928,pri,6885.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0385Daraqutni/0385Daraqutni.AhadithAllatiKhulifaFihaMalikIbnAnas/0385Daraqutni.AhadithAllatiKhulifaFihaMalikIbnAnas.JK000928-ara1.completed,COMPLETED :: CENT0400 :: _AJZA :: _HADITH :: _TARAJIM :: GAL@nodata :: RANDOM_CHARS :: EDITORIAL_SECTIONS :: JK@أجزاء حديثية :: JK@الأجزاء المسندة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة,Daraqutni,al-Dāraquṭnī,Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī,25884.0,0385Daraqutni
0392IbnJinniMawsili.Carud.JK000956-ara1,392,ابن جني ::  أبو الفتح عثمان بن جني بن جني الأزدي الموصلي,Ibn Jinni Mawsili :: Ibn Ǧinnī ::  Abū al-Fatḥ ʿUṯmān b. Ǧinnī b. Ǧinnī al-Azdī al-Mawṣilī,0392IbnJinniMawsili.Carud,كتاب العروض :: العروض,Carud,د أحمد فوزي الهيب :: الكويت :: 1407هـ 1987م :: دار القلم,JK000956,pri,5464.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0392IbnJinniMawsili/0392IbnJinniMawsili.Carud/0392IbnJinniMawsili.Carud.JK000956-ara1,CENT0400 :: _ADAB :: _ADAB :: _BALAGHA :: _CARUD :: _KITABA :: GAL@period-classical :: GAL@literature-islamic :: GAL@baghdad-school :: GAL@0750-1000CE :: GAL@iraq :: GAL@literature-arabic :: GAL@philology :: GAL@baghdad :: JK@العروض وصناعة الكتابة :: JK@كتب الأدب,Ibn Jinni Mawsili,Ibn Ǧinnī,Abū al-Fatḥ ʿUṯmān b. Ǧinnī b. Ǧinnī al-Azdī al-Mawṣilī,23557.0,0392IbnJinniMawsili
0392IbnJinniMawsili.LumacFiCarabiyya.JK001134-ara1,392,ابن جني ::  أبو الفتح عثمان بن جني بن جني الأزدي الموصلي,Ibn Jinni Mawsili :: Ibn Ǧinnī ::  Abū al-Fatḥ ʿUṯmān b. Ǧinnī b. Ǧinnī al-Azdī al-Mawṣilī,0392IbnJinniMawsili.LumacFiCarabiyya,اللمع :: اللمع في العربية,Lumac Fi Carabiyya,فائز فارس :: الكويت :: دار الكتب الثقافية,JK001134,pri,18378.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0392IbnJinniMawsili/0392IbnJinniMawsili.LumacFiCarabiyya/0392IbnJinniMawsili.LumacFiCarabiyya.JK001134-ara1,CENT0400 :: _MISC :: _NAHW :: _SARF :: GAL@period-classical :: GAL@literature-islamic :: GAL@baghdad-school :: GAL@0750-1000CE :: GAL@iraq :: GAL@literature-arabic :: GAL@philology :: GAL@baghdad :: JK@كتب النحو والصرف :: JK@مواضيع محددة :: JK@مواضيع نحوية وصرفية,Ibn Jinni Mawsili,Ibn Ǧinnī,Abū al-Fatḥ ʿUṯmān b. Ǧinnī b. Ǧinnī al-Azdī al-Mawṣilī,76447.0,0392IbnJinniMawsili
0387KatibKhwarizmi.MafatihCulum.JK001148-ara1,387,أبو عبد الله محمد بن أحمد بن يوسف الكاتب الخوارزمي,Katib Khwarizmi,0387KatibKhwarizmi.MafatihCulum,مفاتيح العلوم,Mafatih Culum,بيروت- لبنان :: دار الكتب العلمية,JK001148,pri,29675.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0387KatibKhwarizmi/0387KatibKhwarizmi.MafatihCulum/0387KatibKhwarizmi.MafatihCulum.JK001148-ara1,CENT0400 :: _FAHARIS :: _FIQH :: _GHARIB :: _KUTUB :: _MACAJIM :: _MUSTALAHAT :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@encyclopaedias :: JK@كتب التعريف بالكتب ( الببلوجرافيا ),Katib Khwarizmi,,,134508.0,0387KatibKhwarizmi
0377IbnAhmadCasqalani.TanbihWaRadd.JK001263-ara1,377,الملطي الشافعي :: أبو الحسن محمد بن أحمد بن عبد الرحمن الملطي الشافعي,Ibn Ahmad Casqalani,0377IbnAhmadCasqalani.TanbihWaRadd,التنبيه والرد على أهل الأهواء والبدع,Tanbih Wa Radd,محمد زاهد بن الحسن الكوثري :: مصر :: 1418هـ - 1997م :: المكتبة الأزهرية للتراث,JK001263,pri,39814.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0377IbnAhmadCasqalani/0377IbnAhmadCasqalani.TanbihWaRadd/0377IbnAhmadCasqalani.TanbihWaRadd.JK001263-ara1,CENT0400 :: _CAQAID :: _MILAL :: _RUDUD :: GAL@period-classical :: GAL@literature-islamic :: GAL@dogmatics :: GAL@0750-1000CE :: GAL@literature-arabic :: JK@كتب الردود :: JK@كتب العقائد والملل,Ibn Ahmad Casqalani,,,164119.0,0377IbnAhmadCasqalani
0392IbnJinniMawsili.CilalTathniya.JK001272-ara1,392,ابن جني ::  أبو الفتح عثمان بن جني بن جني الأزدي الموصلي,Ibn Jinni Mawsili :: Ibn Ǧinnī ::  Abū al-Fatḥ ʿUṯmān b. Ǧinnī b. Ǧinnī al-Azdī al-Mawṣilī,0392IbnJinniMawsili.CilalTathniya,علل التثنية,Cilal Tathniya,الدكتور صبيح التميمي :: مصر :: 1413هـ - 1992م :: مكتبة الثقافة الدينية,JK001272,pri,4185.0,https://raw.githubusercontent.com/OpenITI/0400AH/master/data/0392IbnJinniMawsili/0392IbnJinniMawsili.CilalTathniya/0392IbnJinniMawsili.CilalTathniya.JK001272-ara1,CENT0400 :: _MISC :: _NAHW :: _SARF :: GAL@period-classical :: GAL@literature-islamic :: GAL@baghdad-school :: GAL@0750-1000CE :: GAL@iraq :: GAL@literature-arabic :: GAL@philology :: GAL@baghdad :: JK@كتب النحو والصرف :: JK@مواضيع محددة :: JK@مواضيع نحوية وصرفية,Ibn Jinni Mawsili,Ibn Ǧinnī,Abū al-Fatḥ ʿUṯmān b. Ǧinnī b. Ǧinnī al-Azdī al-Mawṣilī,17199.0,0392IbnJinniMawsili
