begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	shard	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
760	1	1415	1035	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0353	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms169	358	ال-----ذي تخير ال--سبعي-ن --مترجما من علما--------ء اليهود الذين -ترجموا كتب التورا-ة وا-لانبياء من اللسان -العبر-ان--ي- ----ال-ي اللسا-ن الروم---ي الي-ونا-ني --وا-للاطيني وكان فيلسوفا---- -م-نج-ما -و-ما-ت --فولي --------بعد-ه ابنه بطليموس اوراخيط-س -المعروف ب--م-حب ال-ا-ب ستا وعشرين سنة ---ثم ولي بع-------ده ا--خوه بطليموس --فيلوبط--و-ر سبع عش---------------------------------------ر----------------ة-------------- سنة وهو الذي قتل من اليهود نحوا من ستين الفا وتغلب عليهم و-ي--قا-ل انه --صا--حب- ----علم -ا--لفلك وا--لن-جوم وكتاب -ال-مجسطي-- -ثم ملك -------بعد-----ه -ابنه ----بطلي----م----و---س اسفامي----ش محب- ا---ل----ام -ار----بعا------ -وعشر----ين -س----نة ---ثم و--لي -بعده ا-بنه بطل-يموس ف-------ل--ون---اطر--------ة -وه--و--- ا-لصا-نع -خمسا -وثلاثين ---سنة --وهو- الذي --غلب ملك الشام- --وحمل ا--ليه--و-د -ا--نوا--ع- ال---بل---ا---ء --وا-لع-ذ--اب -ثم- ----م---لك ا--ل--اس--كندرية -----ب-عده- ---ابنه بطلي---موس ابر-يا-طيش و----هو ال----اسكندراني- -تسعا وع----شر------ين-- سنة -وفي زمان-----ه-- -----غلب- الرومانيون علي ا---ل--ا-ن	الرومانيين جنس الاشطوريين وهم ايضا من الغاللين فخرج اليهم قاءدان للروم-انيين يسمي احدهما قرناليش بن كلوذيه والاخر منوجيو بن فالخش فهزماهم بعد معركة عظيمة اهرق فيها كثير من دماء -الرومانيين ثم رجع القول الي من ولي ملك الاسكندرية بعد بطليموس ابر--يطوش وهو اخوه بطلميوس فلباطر سبع -عشر-ة سنة الباب الرابع من الجزء الرابع بطليموس بن فلباطر ولي سبع عشرة سنة فصارت سنو الدنيا الي اخر زمانه اربعة الاف وتسعماءة وخمسا وثمانين سنة وهو الذي قتل من اليهود نحوا من ستين الفا وتغلب عليهم وفي زمانه غلب مرجالش بن شفرونيه قاءد الرومانيين علي صقلية قال هروشيوش وفي ذلك الزمان بعد بنيان مدينة رومة الي خمسماءة واربع وثلاثين سنة اقبل انيبل بن املقار امير افريقية فحاصر بالاندلس مدينة شغنسة وكانت عظيمة الشان بالاندلس في ذلك الزمان فحاصرها ثمانية اشهر وكان اهلها في عهد الرومانيين وعقدهم فصبروا عل-ي عهدهم حتي نفد ما عندهم فافتتحها وهدمها فلما بعث اليه الرومانيون رسلا يعاذلونه فيما فعل من نقض الصلح استهان بهم واحتجب عنهم ثم استهتر في عداوة الرومانيين وكان قد حلف في حياة ابيه املقار عند محراب اوثانهم الا يبقي من نفسه جهدا في محاربة الرومانيين وهو اذ ذلك ابن	353	169	0	8254716681320080296	6498046412623126416	261	1041	34.390010833740234	17	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
25	494	558	1232	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0354	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms211	282	سنة وكان قبيح ال----سيرة ت--زوج باخته ثم فارقها علي اقبح حال ------------مما -تزوجها --عليه- -في خبر -له- -----ثم ------تزوج ربيبته التي --ك---ا--ن---ت بنت ---اخته ثم زوجها -من ابنه -الم-ولود --من اخته و--كثرت --فوا-حشه ---حتي -نفا---ه ---اهل -ال--اس-كندرية فمات منفيا وول--ي اخوه بطليموس-- ال-----ا-سكندر ---وه----و ال--جو-ا-ل ---عشر ---سنين -ثم ولي -بعده ابنه بط----ل-ي-موس --ديوشيش ثمانيا و-ثل----اثين سنة و---في ------زما---نه غلب -------قاءد الرومانيين علي بيت المقدس وجعل اليهود يءدون اليه الجزية --وظهر---ت -في ----ذلك الزمان -ع--لامات -في-- ----الس-ماء مهولة --منها انه ظهر في السماء بنا---حية مطلع--- ا----لش-مس م--ن --مدي----------نة -ر-و---مة م--ما يلي ناحية الجنوب نار م--ل---تهبة --عظي----مة ---وكسر قوم خبزا- -في- ---صنع -لهم فان	سنة -كان -بين الرومانيين تحازب شديد وحروب سموها الجوانية قال هروشيوش لا يمكن حكايتها لكثرتها لكن نصف منها نكتا ثم يرجع القول الي من ول-ي ملك الاسكندرية بعد بطلميوس الاسكندر وهو ابنه بطلميوس ديوشيش ثمان وثلاثين سنة الباب السادس من الجزء الخامس بطليموس ديوشيش ولي ثمانيا وثلاثين سنة فصارت سنو الدنيا الي اخر زمانه خمسة الاف وماءة وثلاثا وثلاثين سنة وفي زمانه كان قاطون الفيلسوف وفرفيليش الشاعر وابلدرش الفيلسوف وججرون الشاعر واذ ذلك غلب بمبايش قاءد الرومانيين علي بيت المقدس وجعل اليهود يءدون اليه الجزية قال هروشيش وفي بعض ذلك الزمان بعد بنيان مدينة رومة بستماءة وتسع وخمسين سنة اذ كان القواد بها يوليش بن عايش انتونيش بن مركه ولوجيش وفلبش ابنا تركواط بن مخشمه كان صاح-ب الخراج -برومة لانيش بن حجيليه ولما لم يقدر علي اغلاق جميع الخراج عنهم كان	354	211	0	391720842297909304	2465278733652336751	194	743	37.95423889160156	13	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
312	804	1040	1606	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0346	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms133	703	وله في بنيانها اخبار طويلة وسياسات كرهنا تطويل كتابنا بها ثم ان دارا لما يءس من مصالحته اقبل في اربعماءة الف راجل وماءة الف فارس فتلقي الاسكندر مقبلا من ناحية مصر في اعمال مدينة طرسوس فكانت بينهما معركة عجيبة شنيعة اجتهادا من الروم علي ما ---كانوا خبروه واعتادوا من الغلبة والظفر واجتهادا من الفرس بالتوطين علي الهلاك وتفضيل الموت علي الرق والعبودية فقل-ما يحكي عن معركة كان القتل فيها اكثر منه في تلك المعركة فلما نظر دارا الي اصحابه يتغلب عليهم ويهزمون عزم علي استعجال الموت في تلك الحرب بالمباشرة لها بنفسه والصبر حتي يقتل معترضا للقتل فلطف به بعض قواده حتي س-لوه فانهزم ----------و-----ذهبت قوة الفرس وعزهم و-ذ-ل بعدها سلطانهم وصار بلد المشرق كله في طاعة ال--رو---م و-----ا-----------نقطع- -------------م----------ل-----ك -----الف--------رس مدة اربعماءة عام وخمسين عاما واشتغل الاسكندر بتحصيل ما اصاب في عسكر	وله في بنيانها اخبار طويلة وسياسات كرهنا تطويل كتابنا بها ثم ان داري لما يءس من مصالحته اقبل في اربعماءة الف راجل وماءة الف فارس فتلقي الاسكندر مقبلا من ناحية مصر في -جوار مدينة طرسوس فكانت بينهما معركة عجيبة شنيعة اجتهادا من الروم علي ما قد كانوا -ضروه واعتادوه من الغلبة والظفر واجتهادا من الفرس بالتوطين علي الهلاك وتفضيل الموت علي الرق والعب-دية فقل ما يحكي عن معركة كان القتل فيها اكثر منه في تلك المعركة فلما نظر داري الي اصحابه يتغلب عليهم ويهزمون عزم علي استعجال الموت في تلك الحرب بالمباشرة لها -نفسه والصبر حتي يقتل معترضا للقتل فلطف به بعض قواده حتي سللوه فانهزم ففي تلك الوقيعة ذهبت قوة الفرس وعزهم وتذلل بعدها سلطانهم وصار بلد المشرق كله في طاعة المجذونيين واذلت الفرس تلك الوقيعة اذلالا لم يروموا بعدها الامتناع والمخالفة وانقطعوا مدة اربعماءة عام وخمسين عاما واشتغل الاسكندر------- ما اصاب في عسكر	346	133	0	503151924999126233	-9018933728813023257	571	813	86.46986389160156	116	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
73	24	594	726	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0120	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms024	342	فيما يجاوز ال-جبل- -ثم يغيب في الرم-ال- ثم -ي-خرج --غير بع--يد فيصير -له محبس عظي----م ثم-- -يس----اي----ر ال--ب---حر- ال--محي-ط علي قفار ال--حب-شة ثم يميل -علي الي-سار الي -----ار--ض -م--صر -فيحق -ما ي---ظن بهذا-- -----ال-نهر ا-نه --ع-ظيم ا-ذ- ------كا----ن مجرا-----ه علي -م-ا- --حكين--ا--ه ---قال ون----هر -النيل -وه-و الذي --يسم-ي --بلون مخرجه خفي- ولكن --ظا--هر ا--------قب---ا-----له ---من ارض --ا--لحبشة --ويصير -له هناك محبس -عظيم- مجراه الي--ه ماءتا --ميل --وذك-ر مخر------جه حتي -ين-تهي-- ---ا-ل-----ي-- --ا-ل-بح---------ر قال وكثيرا ما يوجد في نهر النيل التماسيح واقبال النيل من ارض الحبشة ليس يختلف فيه احد وعدة امياله من مخرجه المعروف الي موقفه ماءة الف وتسعون الفا وتسعماءة وثلاثون ميلا و-ما	في اركانيه الي بلد علي كور كثيرة اميالا ثمانيماءة وخمسة وعشرين ويبلغ بلد اذرع كثيرة ثم يمضي فيسقي جميع بلد العرب ويجري علي مدينة قايون اميالا سبعين ثم ينصب منها الي مصر الي كورة طربيو لم علي اميال ثمانين ومن -هنالك يسقي الموضع الذي يدعي برتامذش وتفسيرها يوسف ونواحي مصر علي اميال ماءتين واثني عشر ثم ينقسم في ثمانية انهار تسقي ارض مصر ويبل-غ الاسكندرية ويصب في البحر المتوسط للبحر اذرياطقه وبعضه حيث يقال للبحر قرناشيه وله ذراع خارج منه من مصر -والي تخوم بلد لوبيا حيث كان محراب الوثن فما بين مدينة بنطابلم ومدينة طرابلي حيث صنم افريقية وكثيرا ما يوجد في نهر النيل التماسيح واقبال النيل من ارض الحبشة ليس يختلف فيه احد وعدة امياله من مخرجه المعروف الي موقعه ماءة الف وتسعين الفا وتسعماءة وثلاثون ميلا واما	120	24	0	-4785155882999303527	476831828095787832	251	705	48.51063919067383	32	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
770	1	968	214	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0353	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms148	163	السبعين مترجما من علماء اليهود الذين ترجموا كتب التوراة والانبياء من اللسان العبراني الي اللسان الرومي اليوناني واللاطيني وكان فيلسوفا منجما و----ما-ت فولي بعده ا-بن-ه بطليموس- اوراخيطس ال---معروف بمحب ال--اب -ست--	السبعين مترجما من علماء اليهود الذين ترجموا كتب التوراة والانبياء من اللسان العبراني الي اللسان الرومي اليوناني والل-طيني وكان فيلسوفا منجما وفي زمانه كان اراطش المنجم الذي نسب اليه علم التنجيم وفي ذلك الزمان ابتدء	353	148	0	8254716681320080296	8766605501415737855	135	214	76.16822052001953	20	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
481	1336	770	1690	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0353	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms147	188	--را-- -وه-و ا--ول من اقتني البزاة ولعب بها- -----وضر-اها و----كان م--ن- ق-------ب--له من --الم-لوك -لا يلعب -بها- ولما- -ما-ت ملك ال-اسكندر-ية ب---عده -بطل-ي-موس الثاني- و--ا----سمه ف---يلوذوفوس وي-قال- -له -م-حب ا-لاخ وكا---نت مدة ملكه ثمان-يا وثلاثين سنة وهو الذي اطلق اليهود الذين كانوا ماسورين بارض مصر ورد الاواني المقدسه علي عزيز النبي وهو الذي تخير	الرابع فيه الاخبار من وقت-- انقضاء حروب قواد الاسكندر الي وقت خراب مدينة قرطاجنة بافريقية وهو مقسوم علي عشرة ابواب الباب الاول م-ن الجزء الرابع بطليموس فلذلفيش ولي ثمانيا وثلاثين سنة فصارت سنو الدنيا الي اخر زمانه اربعة الاف سنة وتسعماءة واثنتين واربعين سنة وهو الذي اطلق اليهود الذين كانوا ماسورين بارض مصر ورد الاواني المقدسة علي عزير النبي وهو الذي تخير	353	147	0	8254716681320080296	-9124812522696741065	139	357	52.66106414794922	18	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
971	742	1549	1454	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0352	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms142	353	-ل- ال-اسد ال--ذي ا--لقي -صيده ب-ين يدي اشباله فتقا--تل-ت عليه -تل-ك ال--ا-شبال -ب-عد---ه و-ذلك -انهم اقتس-موا البلاد فصا-ر----ت مصر --وا---فريقية كل---ه---ا -وبلاد ال----غرب -الي قاءده وصاحب خيل-ه ال---ذي ولي مكانه -وهو --بطليموس ب-----ن- -ل---ا-وي- و---يقال بط-لي-مو---س ---بن-- ا---رنبا-- ال--م-نط---قي وذكر- بقية ----ممالك القواد ----من -اقصي- ------بلاد الهند الي -اخر ---بلاد ا---لمغر--ب--- ----ثم-- ------ق-----------ا--ل--- فثارت بينهم----- حروب وسببها رسالة كانت خرجت من عند الاسكندر بان يرجع جميع الغرباء المنفيين الي بلادهم ويسقط عنهم الرق والعبودية فاستثقل ذلك ملك بلاد الروم اذ خاف ان يكون الغرباء والمنفيون اذا رجعوا الي بلدانهم ومواطنهم يطلبون النقمة لانفسهم فكان هذا الامر سبب خروجهم عن طاعة سلطان المجدونيين وقال --	الي القاءد المسمي اجشارس وصارت بلاد الاركوبيين وبلاد الجدرشيين وبلاد الدراكسيين وبلاد الاروشيين وبلاد الاسطعلاش وبلاد الازريانيش الي القاءد المسمي الميطه وصارت بلاد الشقندناس وبلاد الاطغونيين وبلاد الاباطس الي -قاءد يدعي فلب وصارت بلاد جنس الاركانيين وبلاد العرطفرين وبلاد ارمانية الي القاءد المسمي طلماءش وصارت بلاد الفرس الي القاءد المسمي نوخشيم وصارت بلاد بابيل الي قاءد يسمي ازجاءش وصارت بلاد مشبطامية الي القاءد المسمي ارجلاءش فثارت بينهم بعده حروب وسببها رسالة كانت خرجت من عند الاسكندر بان يرجع جميع الغرباء المنفيين الي بلاد الرق والعبدية فاستثقل ذلك ملك بلد الروم الغريقيين اذ خافوا -------------------والمنفيون اذا رجعوا الي بلدانهم ومداءنهم يطلبون النقمة لانفسهم فكان هذا الامر سبب خروجهم عن طاعة سلطان المجذونيين واول من	352	142	0	2020734028698976767	-2950120007246930101	273	732	48.22404479980469	32	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
1486	302	1622	449	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0353	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms187	122	وحولت--- اساساتها حتي صار رخام اسوارها غبارا وذلك الي تسعماءة سنة من وقت بنيانها وبيع جميع اهلها رقيقا الا قليلا من خيارهم وا-----شر--اف---هم -وكا--ن ال-	وحولت من اساساتها حتي صار رخام اسواره------ا وذلك الي سبعماءة سنة من وقت بنيانها وبيع جميع اهلها رقيقا الا قليلا من خيارهم وانقضت حرب افريقية الثالثة الي	353	187	0	8254716681320080296	1684710668981933108	99	153	79.73856353759766	18	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
442	616	1254	1626	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0352	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms141	557	مر -ك--افر --في -هذا اشكا-ل-- وقال الجا-حظ في كتاب الحيوان ان ----ذ--ا ال-قرنين كانت امه ادمي-ة و--ا-بوه من الملاءكة --ولذلك لما-- -سمع عمر بن-- -الخطاب -رضي -ا----لله- -عنه رجلا ينادي-- رجلا يا -ذا----- ال---قرن---ين ق-ال --ا---فرغتم -من ا-سماء ال-انبياء ف-ارتفعتم ال--ي -اسماء --ا-لملاءكة وروي ال-م--ختار ابن ا----بي-- عبي---د ان -عل--يا ---رضي ا-لله ع-نه كان اذا ذكر ---ذا --القرنين قال ذلك ال-ملك ---ا-لا-مر-ط -----والله ا-علم -ذكر -من ولي ال-----ملك ب----ا-ل---ا-سكند---ري-----ة ---بع-د ا--لا-سكندر --قا---ل -في -كتا---ب --هروشيو--ش ان الاسكندر ملك الدنيا اثنتي عشرة سنة فكانت الدنيا ماسورة بين يديه طول ولايته فلما مات تركها بين يدي قواده المستخلفين تحته فكان مثله معهم كمثل الاسد الذي القي صيده بين يدي اشباله فتقاتلت عليه تلك الاشبال بعده وذلك انهم اقتسموا البلاد فصارت مصر وافريقية كلها وبلاد الغرب الي قاءده وصاحب خيله الذي ولي مكانه وهو بطليموس بن لاوي و--يقال- بطلي----م--و-----س --ب-ن ا---رنبا-- ال--م---نطقي وذكر ب----قية ممالك -القواد-- م---ن اقصي بلاد ا-ل-هند الي --اخر ب--------لا--د المغرب -ثم قا--	ما نكب الرومانيون مع الغاللين مرا-را وان الذي لقيه الرومانيون يومءذ من الغاللين لاعظم من الذي لقوه اليوم من القوط ثم رجع القول الي قواد الاسكندر والحروب التي كانت بينهم بعده قال- هروشيوش وانا واصف الحروب التي كانت بين قواد الاسكندر في هذه السنين التي وصفت فيها حروب الروم واجدني اذا رمت وصف -ذلك الزمان كانسا-ن اشرف ليلا علي فحص قد نزل فيه عسكر فلا تقع عينه الا علي نار متقدة وكذلك كانت في ذلك الزمان نيران الحروب متقدة الدنيا ولا يمكن وصف تلك الحروب الا بوصف اولءك القواد الذين ووصف مواضعهم ان شاء الله الباب التاسع من الجزء الثالث وذلك ان الاسكندر ملك الدنيا اثنتي عشرة سنة فكانت الدنيا ماسورة بين يديه طول ولايته فلما مات تركها بين يدي قواده المستخلفين تحته فكان مثله معهم كمثل الاسد الذي القي صيده بين يدي اشباله فتقاتلت عليه تلك الاشبال بعده وذلك انهم اقتسموا البلاد فصارت مصر وافريقية كلها وبل-د العرب الي قاءده وصاحب خيله الذي ولي مكانه وهو بطليموس بن لاوي وصار بلد سورية المجاور لهذا البلد الي القاءد المسمي لزمدم وصار بلد جليجية الي قاءد يدعي مطلان وصار بل-د الليرقو الي لبولط بن وصارت ماذية الكبري الي قاءد	352	141	0	2020734028698976767	8657686330639989356	421	1016	54.82283401489258	60	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
855	220	1595	1138	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0019	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms018	272	احة عرض الارض في النصف وهو مقدار الطول كان المعمور من الشمال قدر نصف سدس الارض واما الطول فانه يقل لتضايق اقسام كرة الارض ومقداره مثل خمس الدور وهو بالتقريب اربعة الاف وثمانون ميلا وفي الربع المسكون من الارض سبعة ابحر كبار وفي كل بحر منها عدة جزاءر وفيه خمسة عشر بحيرة منها ملح وعذب وفيه ماءتا جبل طوال وماءتا نهر واربعون نهرا طوالا ويشتمل علي سبعة اقاليم تحتوي علي سبعة عشر الف مدينة كبيرة وقال في كتاب هروشيوس لما استقامت طاعة بوليس الملقب --------------------------------------------------------------------------------------------------------------------------------------------------------------قيصر الملك في عامة الدنيا تخير ------اربعة ----من الفلاسفة ---سماهم فامرهم ان ياخذوا له وصف خدود الدنيا وعدة بحارها وكورها ارباعا فولي --احدهم اخذ وصف جزء المشرق وولي --اخر اخذ وصف جزء المغرب وولي -الثالث اخذ وصف جزء الشمال وولي -ال-رابع اخذ وصف جزء الجنوب فتمت كتابة الجميع علي ايديهم في نحو من ثلاثين سنة فكانت جملة --	دانية فان قبلتها بلد النوبة وجوفها كرسقة وطولها ماءة وثلاثون ميلا وعرضها ماءة وعشرون ميلا يقابلها في الشرق مرسي مدينة رومة وفي الغرب بحر سردانية وما بين الغرب والجوف جزيرتا ميرقة ومنرقة في البعد منها واما جزيرة كرسقة فانها تقابل مرسي مدينة رومة وقبلتها سردانية وغربها ميرقة ومنرقة تقابل مدينة طرقونة وجزيرة منورقة تقابل مرسي مدينة برجلونه وتحت ميرقة جزيرة يابسة شرقها جزيرة سردانية جوفها البحر العالي وقبلتها بحر البربر وغربها بحر الاندلس هذه جميع الجزاءر التي في البحر المتوسط من مخرجه الي منتهاه ما عدا الجزاءر الصغار التي لا ذكر لها ولا بال الباب الرابع من الجزء الاول علي ما وجدت في دواوين يوليش قيصر الملك في عامة الدنيا تخير وهم نقوذخشه وديذمه وطوذقتور وبلقريطه فامرهم ان ياخذوا له وصف حدود الدنيا وعدة بحارها وكورها ارباعا فولي نقوذخشه اخذ وصف جزء المشرق وولي ديذمه اخذ وصف جزء المغرب وولي طوذقتور اخذ وصف جزء ال-جوف وولي بولقريطه اخذ وصف جزء القبلة فتمت كت-بة الجميع علي ايديهم في نحو من ثلاثين سنة فكانت جملة ما	19	18	0	-587105226034820024	-3439076216705412922	203	920	29.565217971801758	44	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
277	270	725	869	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0120	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms023	267	نهر النيل وهو الذي يسمي بلون مخرجه خفي ولكن ظاهر اقباله من ارض الحبشة ويصير له هناك محبس عظيم مجراه اليه ماءتا ميل وذكر مخرج--ه حتي -ينتهي ال-ي البحر قال وكثيرا ما يوجد -في نهر ال-نيل ا-لتماسيح و--ا-قبال ا-لن--يل- ----م-ن --ارض الحبشة لي-س ي--ختلف -في-ه -احد و--عدة -امياله -من --------مخرجه ال---م------عروف الي-- م-وقفه ماءة -ال-----ف -وت--سعون ----ال-فا وتسعماءة وثلاثون -ميل-ا وم----اء ا--لني----ل -عك-ر مرمل ---عذب وفي -------ان--تهي --والنيل--- -اذا وصل--- ---الي- ---ا-لجنادل- ------كا-ن عند ---انته-اء -مرا---كب -ا-لنو--بة انحدار ---ا-و-- مر-ا-كب ال-صعيد ------ا--قل--ا------ع-ا وهنا-ك -حجارة مضر	نهر النيل وهو الذي يسمي ياءن مخرجه خفي ولكن ظاهر اقباله من ارض الحبشة ويصير له هناك محبس عظيم مجراه اليه ماءتا ميل --ثم يخرج من ذلك الموضع الذي -يدعي قطرطقش وعدة امياله الي ذلك الموضع اربعما-ءة وثلاثة وثمانون ميلا ثم يمضي فيسقي الذي يدعي بنياء علي اميال ماءة وثلاثة وثمانين ومن جبل بنياء الي الذي منه ينبعث فيجريان معا في واحد والوانهما مختلفة ثم يصير لهما -استدارة يصير في داخلها جميع بلد اركانيه ومن ذلك الموضع يمضيان الي بلد قرمانية في اميال ثلاثة ماءة وثلاثة وثمانين ميلا ومن ذلك الموضع الي بلد اركانيه في اميال ستة ماءة وخمسة وعشرين ميلا ومن قرمانية الي بلد مارطو اميال ماءة وسبعون وهنالك يتباعد نهر	120	23	0	-4785155882999303527	-6842630205927284690	191	604	44.205299377441406	22	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
76	121	742	1032	-6636270028460100563	-4029061759496275370	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0028	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms012	377	ا--ثون -بريدا وكسر وقال- -ا---بن- ------خرداذبه -ارض الحبشة وال------س-و---دان مسير--ة -سبع سن----ين -------وا---رض مصر جزءا و-احد ----من ------ستين- جزءا --من ارض ال-سود-ا--ن وارض -السودان --جزء ----واحد م-ن الارض كلها وفي- --كتا-ب --هردوشي---ش بلد مصر الادن---ي -شرقه فلسطين-- -وغربه ارض ليبية وارض مصر ال------ا---علي تمتد الي ناحية الشرق وحده في الشمال خليج الغرب وفي الجنوب البحر المحيط وفي الغر---ب------- مصر الادني وفي الشرق بحر القلزم وفيه من الاجناس ثمانية وعشرون جنسا ذكر -حدود مصر -وجهاتها اعلم ان التحدي--د هو -صف-ة ال-م-----حدو-د -علي --ما -هو عل---يه و-الحد ----ه----و --نهاية ا--لشء وال--حدود ---تكثر ----و-تقل ب---حسب-- المحدود و-الجهات ا--ل---تي- تحد ----بها -المسا-كن والب---قاع ا-ربع --جهات -وهي ---جهة ال-----شما------ل ال--تي -ه---ي-- ---اشارة الي موضع قطب- ---ا----لفلك ال--شمال---ي ---ا-لمعرو-ف من- -----ك---واكبه ال--جدي- و--الفرقدان ويقا----بل جهة ال----شمال- ا--لجهة ال----جنوبي--ة وال-	اذ كان اطراده ومجراه علي ما حكينا واذ تتولد فيه جميع المسوخ والبربر يسمون هذا النهر في قربه من العين الذي منها يطرد نهر دارا وساءر السكان عليه يسمونه تابل ولكنه في البلاد التي تسمي بالقبطية ليبيه يصير الي محبس عظيم فل-ا يفيض عنه الا ان كان يتسرب علي مجري باطن حتي ينبعث في النهر الهابط من المشرق واما مصر الاقصي فانه بلد ممتد الي ناحية الشرق وحده في ال-جوف خليج العرب وفي القبلة البحر المحيط وفي الغرب مبتداه من مصر الادني وفي الشرق بحر القلزم وفيه من الاجناس ثمانية وعشرون جنسا فقد وصفنا نصف قسم اشية الجنوبي القبلي وسنصف نصفها الشمالي الجوفي وذلك ان الجبل المسمي قوقاشوا مخرجه فيما بين جنس البلشين الساكنين علي بحر قشبيو وهو بين البحر المتوسط وبين جنس الفلكونيين الي يتوسطها ويشقها وفيما بين هذا الجبل المسمي طورو والجبل الذي بارمانية وهو الجودي وهو فيشق فيما بين جبل طوره وجبل قوقاشو ولهذا الجبل المسمي قوقاشو ابواب جنس الفلنكيين وجنس الشيسيين وهنالك يدعي قوقاشو ومن تلك الابواب الي ارمينية بلد يعرف بيلاس والي	28	12	0	9117253344283172511	-3670601111142081990	267	913	41.292442321777344	23	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed
