begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	shard	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
250	890	1027	1584	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms131	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2228	298	--ي غل--ب عل--يه ال----اسكندر ولي ست -سني-ن الباب السادس من- الجزء ال--ثال--ث -دا---ري-- ---بن شخشار --مل----ك ال------ف-رس ----ولي ست -سني--ن ف-----صا--ر-----ت سنو ---ال--دنيا ال-ي- -ا--خر زمانه --ا-ربعة الا--ف وثمانيماءة --وس-بعا --وخمسين --سن-ة -و-في اول دولته غلب ا-لاسكندر-- --علي --ب----لد ا-ليريقو وطواجيش وغلب علي مدينة ---يروشالم- -وهي بيت المقدس و-د-----خل البيت -و-ا--هدي- -----ف---يه-- --ا---لله قربانا ---قال- ه-روشيوش ولي الاسكندر الملك بعد- ابيه ---------فل--بش وذلك بعد بنيان مدينة رومة باربعماءة وست واربعين سنة فكان اول شء اظهر فيه قوته وعزمه في بلد الروم الغريقيين وذلك ان خطيبا لهم يدعي دمشطيش بن الاثنياشي كان قد اخرجهم عن طاعة المجذونيين الي طاعة الفرس لما كان من ارغاب ملك الفرس اياه بالصلات والعطايا فاما الاثنياشيون من الغريقيين فانهم لما فهموا عزمه وقوته استعفوه واستغاثوا الاسكندر ورغبوا في طاعته وضرعوا اليه حتي كف عنهم واما الطمانيون فانه درسهم واستاصلهم وخرب مدنهم وقراهم ودرس ساءرهم ----من قب-ا	علي الرجل الشريف القوي الظافر المجرب يعني نفسه ان -ل-ا يتمني الموت الا بالسيف فجاءه ليلا يعدبه المرض وتحل قوته الاوجاع فعجل الله له ما تمني به في تلك العرس وذلك انه حضر لعبابين الخيل كان بين ولده الاسكندر الاعظم و-بين خاله الاسكندر بن تراوش فبينما هو في ذلك غافصه احد احداث الروم واسمه شربيون بن افليميون بط-عنة فقتله بها ثاءرا بابيه عندما تمكن منه منفردا وقد ذكر في تاريخ روما تفصيل حروب فلبش هذا وماجرياته فتركنا ذكر ذلك هنا فلما قتل فلبش ولي الملك بعده ابنه الاسكندر الاعظم وذلك بعد بنيان مدينة روما باربعماءة وست واربعين سنة فكان اول شء اظهر فيه قوته وعزمه في بلد الروم وذلك ان خطيبا لهم كان قد اخرجهم عن طاعة المجدونيين الي طاعة الفرس فدرسهم -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------واستاصلهم وخرب مدنهم وقراهم ودرس ساءرهم وجعلهم سبيا	131	2228	0	7801281652361754306	-2802672332715778524	212	925	32.216217041015625	25	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
356	647	1210	1546	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms033	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2610	701	ا-- الباب ---ا-لسا-----بع --م----ن ا-ل--جزء الاول فيه خبر قوم لوط ----وخبر يوسف ---بن يعقوب---- و-----غيره من ا-لانبي-اء وعدة السنين الي دخول --بني ا-سرا-ءيل في مصر قال هروشيوش ---اما- خبر --قوم --ل--و------------ط فان علماء المجوس اعني الفلاسفة وصفوا في كتبهم ان بلدا كان في افنية----- العرب يدعي في ذلك الزمان بنطابلس سكنه قوم من بني كنعان احرقته نار نزلت عليه من السماء ومن الذين وصفوا ذلك قرناليش الفيلسوف حيث يقول في كلام له معروف ان فحوصا رطبة خصيبة مثمرة فيما يجاور نهر الاردن وكانت بها مداءن مهولة احرقتها صواعق ولقد بقي اثر البلد واثار ثماره الي اليوم فيه كالظاهرة وامسك عن القول بان ذلك كان لذنوب اهلها ثم رجع بعد قليل في كلامه كالناسي لمذهبه في جحود ذلك فقال كما قلت ان هذه المداءن الجليلة احترقت بنار سماوية كذلك اعترف ان مكانها صار غديرا فلم يجد بدا لشهرة الامر في هذه المداءن التي احترقت لذنوب اهلها من ان يصف نفسه عارفا بها ومقرا بخبرها علي كفره وسوء مذهبه قال وانا اصف هذا الامر باشنع مما وصف وابلغ مما حكي	ارض القاع فاذا دخان يرتفع ولما خسف الله قري القاع واقلبها طلع لوط من صاعار فسكن الجبل هو وبنتاه ونزل مغارة فهذا ما في التوراة من خبر وهو معني ما في القران الكري-م -وقال فروشيوش في كتاب وصف الدول والحروب اما خبر لوط فان علماء المجوس بخبر الفلاسفة وصفوا في كتبهم ان بلدا كان في افنية بلاد العرب يدعي في ذلك الزمان بنطابلس سكنه قوم من بني كنعان احرقته نار نزلت عليه من السماء ومن الذين وصفوا ذلك قرنا كبش الفيلسوف حيث يقول ان فخوصا رطبة حصيبة ----------------مثمرة فيما يجاور نهر الاردن وكانت بها مداءن مهولة احرقتها صواعق ولقد بقي اثر البلد واثار تماره الي اليوم فيه كالظاهرة وامسك عن القول بان ذلك كان لذنوب اهلها ثم رجع بعد قليل في كلامه كالناس- لمذهبه في جحود ذلك فقال كما قلت ان هذه المداءن الجليلة احترقت بنار سماوية كذلك اعترف ان مكانها صار غديرا فلم يجد به الشهرة الامر في هذه المداءن التي احترقت لذنوب اهلها من ان يصف نفسه عارفا بها ومقرا بخبرها علي كفره وسوء مذهبه ----وان- اصف هذه الارض باشنع مما وصف وابلغ مما حكي	33	2610	0	3140403122811513400	7112885471205035770	553	923	75.947998046875	118	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
38	1241	372	1574	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms098	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2212	322	وقد كان جيرش ملك الفرس قبله في اول سنة من ولايت-----ه الله ------فكتب عن نفسه الي جميع اهل مملكته كتابا فيه هذا ما يقول جيرش ملك الفرس ان الرب اله السماء ملكني سلطان الدنيا وقد امرني ان ابني بيته في مدينة يروشالم التي ببلد يهوذا فمن كان فيكم من اهلها فليرجع اليها ويبني بيت الرب اله اسراءيل وكان الاهه معه فانه الله الذي في يروشالم ثم فرض عونهم	وقد كان جيرش ملك الفرس -----في اول سنة من ولايته سخره الله تعالي فكتب عن نفسه الي جميع اهل مملكته كتابا فيه هذا ما يقول جيرش ملك الفرس ان الرب اله السماء ملكني سلطان الدنيا وقد امرني ان ابني بيته ف----ي-- يروشالم التي ببلد يهوذا فمن كان فيكم من اهلها فليرجع اليها ويبني بيت الرب اله اسراءيل وكان ال-هه معه فانه الله الذي في يروشالم ثم فرض عونهم	98	2212	0	4217654172307347321	4476994016168374440	256	345	93.33333587646484	62	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
819	1	1511	749	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms073	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2857	542	-علي-- علي رعيتي اميرا وقسمت سلطان عبدي داءد وصيرته اليك فلم تسلك مثل طريق عبدي داءد ولا اخذت ماخذه واتخذت الاوثان واضللت بني اسراءيل لذلك سانزل المكروه علي بيت يربعام بن نباظ واهلكهم اجمعين حتي لا تبقي لهم بقية فمن مات منهم في المدينة اكلته الكلاب ومن مات----- في الصحراء تاكله الطير ثم قال لها اذهبي فانك اذا بلغت باب منزلك يموت الغلام الذي اقبلت ساءلة عنه فيبكي عليه بنو اسراءيل ويدفن ولن يدفن من اهل بيت يربعام غيره فلما ودخلت باب المنزل مات الغلام علي ما قال لها النبي وتم علي اهل بيت يربعام بعد ذلك جميع قوله وسياتي ذكره في موضعه ان شاء الله وقد ---كا-ن رجيعام بن -سليما-ن ج---مع جموعا من سبط يهوذا- و--بنيا--م--ين عدتها -ماءة ا-لف و-ستة وثمانو--ن ----ا--لفا يريد ب-ها --غزو ا-لعشرة ا--لاسب-----اط --فاوحي الله الي- -اجيا ---النبي ه-ذا-- ------قاء-ل	ووليتك علي رعيتي اميرا وقسمت سلطان عبدي داود وصيرته اليك فلم تسلك مثل طريق عبدي داود ولا اخذت ماخذه واتخذت الاوثان واضللت بني اسراءيل لذلك سانزل المكروه علي بيت يربعام بن نباط واهلكهم اجمعين حتي لا يبقي لهم بقية فمن مات منهم في المدينة اكلته الكلاب ومن مات منهم في الصحراء تاكله الطير ثم قال لها اذهبي فانك اذا بلغت باب منزلك يموت الغلام الذي اقبلت ساءلة عنه فتبكي عليه بنو اسراءيل ويدفن ولن يدفن من اهل بيت يربعام غيره فلما اقبلت ودخلت باب المنزل مات الغلام كما قال اجيا --وتم علي اهل بيت يربعام بعد ذلك جميع قوله -كما-- ذكر- في اخبار بني اسراءيل عند افتراقهم في اخبار يعشا ابن جيا بن رمو-ت من سبط بساخار والله اعلم ابن عاموص ويقال اموص ويقال شعياهو بن رمصياهو بن يونس بن احرياهو ابن يهوزام بن بيوشافاظ تنبا في ايام اخيه عوزيا بن امصيا هو احد بني اسراءيل	73	2857	0	-3786089700052990603	-4692077919505290695	423	755	71.78807830810547	85	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
1	623	1558	1615	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms133	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2225	865	من ملوك الدنيا خانعين له فعفا عن بعض ونفا بعضا وقتل بعضا ثم مضي الي احواز طرسوس وكانت مدينة زاهرة قديمة عظيمة الشان وكان اهلها واثقين بعون اهل افريقية لهم لصهر كان بينهم فحاصرهم فيها حتي افتتحها ثم مضي منها فاصاب بلد جليجية وبلد روذس وبلد مصر وانتهب الجميع ثم بلغ الي بيت الوثن الذي كان في ذلك الزمان ليوبش وهو اسم المشتري الدري ليساله ويستر بمساءلته اياه ما كان يرمي به من عهار امه وجهالة ابيه فدعا القيم علي ذلك الوثن وامره سرا ان يجاوبه عنه بما احب ان يظهر من قوله قال هروشيوش هذا حكته كتب المجوس فاقروا بحكايتهم ذلك ان تلك الالهة كانت عند الاسكندر صما بكما اذ في حكم القيم الجواب عنها بما يوافقه ويوافق الساءل وانما فعل ذلك الاسكندر مستهزءا به لانه كان اعلم الناس انها لا تعقل ولا تفهم ولا تسمع ولا تجاوب وفي رجوعه من مكان الوثن ومسيره لمحاربة الفرس في المعركة الثالثة بني مدينة الاسكندرية بارض مصر وله في بنيانها اخبار طويلة وسياسات كرهنا تطويل كتابنا بها ثم ان داري لما يءس من مصالحته اقبل في اربعماءة الف راجل وماءة الف فارس فتلقي الاسكندر مقبلا من ناحية مصر في جوار مدينة طرسوس فكانت بينهما معركة عجيبة شنيعة اجتهادا من الروم علي ما قد كانوا ضروه واعتادوه من الغلبة والظفر واجتهادا من الفرس بالتوطين علي الهلاك وتفضيل الموت علي الرق والعب-دية فقل ما يحكي عن معركة كان القتل فيها اكثر منه في تلك المعركة فلما نظر داري الي اصحابه يتغلب عليهم ويهزمون عزم علي استعجال الموت في تلك الحرب بالمباشرة لها -نفسه والصبر حتي يقتل معترضا للقتل فلطف به بعض قواده حتي سللوه فانهزم ففي تلك الوقيعة ذهبت قوة الفرس وعزهم وتذلل بعدها سلطانهم وصار بلد المشرق كله في طاعة المجذونيين واذلت الفرس تلك الوقيعة اذلالا لم يروموا بعدها الامتناع والمخالفة وانقطعوا مدة اربعماءة	من ملوك الدنيا خانعين له فعفا عن بعض ونفي بعضا وقتل بعضا ومضي الي احواز طرسوس حتي افتتحها تم ---------------------------------------------------------------------------------------------------------مضي منها فاصاب بلد جليجية وبلد رودس وبلد مصر وانتهب الجميع تم بلغ بيت الوتن الذي كان يدعي ليوبس وهو اسم المشتري وفي رجوعه من مكان الوتن ومسيرة ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------لمحاربة الفرس في المعركة الثالثة بني مدينة الاسكندرية بارض مصر تم ان دارا لما يتس ----------------------------------------------------------من مصالحته اقبل في اربعماءة الف راجل وماءة الف فارس فتلقي الاسكندر مقبلا من ناحية مصر في جوار مدينة طرسوس فكان- بينهما معركة عجيبة شنيعة اجتهادا من الروم علي ما قد كانوا ضروه واعتادوه من الغلبة والظفر واجتهادا من الفرس بالتوطين علي الهلاك وتفضيل الموت علي الرق والعبودية فقل ما يحكي عن معركة كان القتل فيها اكثر منه ف- تلك المعركة فلما نظر دارا الي اصحابه يتغلب عليهم ويهزمون عزم علي استعجال الموت في تلك الحرب بالمباشرة لها بنفسه والصبر حتي يقتل معترضا للقيل فلطف به بعض قواده حتي سلبوه فانهزم ففي تلك الوقيعة ذهبت قوة الفرس وعزهم وتذلل بعدها سلطانهم وصار بلد المشرق كله في طاعة المجدونيين واذلت الفرس تلك الوقيعة اذلالا لم ير--وا بعده- الامتناع والمخالفة وانقطعوا مدة اربعماءة	133	2225	0	-9018933728813023257	679553148328452170	704	1559	55.484283447265625	143	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
1210	1	1576	367	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms033	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2611	355	وذلك ان في افنية العرب والفلسط-نيين بسيطا تحدق عليه جبال كانت فيه خمس مداءن اسماءها سذوم وغمرة وشبوين واذا-ما وسغور وكانت كريمة القاعة كثيرة الثمرة وكان نهر الاردن ينبسط في سهلتها ويسقي عامتها فكان اهلها في النعيم التام والعيش الرغد فلما استعملوا ما ا-توه من الخير في سبيل الشر وبدلوا بالشكر عصيانا وبالطاعة كفرا فصار نعيمهم سببا لهلاكهم فاخرجهم الغني الي اتباع الشهوات	وذلك ان في افنية العرب والفلسطينيين بسيطا تحدق عليه جبال كانت فيه خمس مداءن اسماءها سدوم وغمزة وشبوين واذا ما وسعود وكانت كريمة القاعة كثيرة التمر- وكان نهر الاردن ينبسط في سهل-ها ويسفي عامتها فكان اهلها في النعيم التام والعيش الرعد فلما استعملوا ما اوتوه من الخير في سبيل الشر وبدلوا بالشكر عصيانا وبالطاعة كفرا -صار نعيمهم سبيا لهلاكهم فاخرجهم الغني الي اتباع الشهوات	33	2611	0	3140403122811513400	-7874385389403146337	293	369	96.20596313476562	51	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
1	968	723	1516	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms071	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2795	272	يذبح في كل يوم لماءدته من البقر------- -----منها عشر بقرات مسمنة ومن الكباش ماءة كبش سوي الصيد من الايول --------وسوي انواع الطير والحيتان الي كثير من جميل رتبه وجميع ذلك موصوف في كتاب الملوك تركنا ترجمتها في هذا الكتاب لكثرتها ولمعرفة الناس بها النساء من الاجناس ببني اسراءيل فتزوج ابنة فرعون مواب وبني عمون وبني اذوم واهل صيدا واهل جثا وكان وطاءعا لاوامرهن وكان نساءه اللاءي ينزلن منه منزلة الازواج سبعماءة واللاء ي ينزلن منه منزلة السراري ثلاثماءة حتي بلغ به حبه فيهن ان اغضب ا-ل---ل-ه -------وتوعده بان يزيل الملك عنه ويصيره الي ا حد رجاله وقال له لاجل داءد النبي عبدي لا ازيله عنك طول حياتك لكن ازيله عن ابنك وانفسد عليه نظام امره وثار عليه كثير من القباءل منهم وهذذ بن اليذع الاذومي وغيره ونكدوا عليه ونغصوا عليه ما وهب الله له من الهدنة والصلح و-ك--ا	يذبح في كل يوم لماءدته من البقر ثلاثين بقرة منها عشر بقرات مسمنة ومن الكباش ماءة كبش سوي الصيد من الايول والاروي وسوي انواع الطير والحيتان الي كثير من جميل رتبه وكان محبا للنساء من الاجناس المحيطة ببني اسراءيل معجبا بهن طاءعا لهن فبلغت زوجاته سبعماءة وسراريه ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ثلاثماءة حتي بلغ به حبه فيهن ان -عتب الله عليه بسببهن وتوعده بان يزيل الملك عنه ويصيره الي احد رجاله وقال له لاجل داود النبي لا ازيله عنك طول حياته لكن ازيله عن ابنك وافسد عليه نظام امره وتار عليه كثير من القباءل منهم وهدد بن البدع الاذومي ونغضوا -------------------------عليه ما وهب الله له من الهدنة والصلح ونكدوا	71	2795	0	4482101899831416231	1256745765063295240	212	757	35.93130874633789	47	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
1	1458	216	1668	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms101	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2216	199	في فحوص مرطونية يوم داري فلما توغلت ال-فءة العظمي فءة الفرس في مضيق الجبل صارت هنالك لكثرتها وشدة ازدحامها وضيق الموضع عنها لا يمكنها القتال ولا يواتيها الخروج والهروب فكان القتل في اهلها ثلاثة ايام وسقط منهم عدد لا	في فحوص مزطونيه يوم دارا فلما توغلت الجيوش العظمي فيه الفرس في مضيق الجبل صارت هنالك لكثرتها وشدة ازدحامها وضيق الموضع عنها لا يمكنها القتال ولا يو-سعها الخروج والهروب فكان القتل في اهلها ثلاثة -----وسقط منهم عدد لا	101	2216	0	-1858083772470258131	5726768725156896641	161	216	92.12963104248047	33	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
604	1	1278	608	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms030	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms0331	567	لما كثروا ونموا توقعوا ان يعود عليهم طوفان اخر فيهلكهم فاجتمعوا واداروا رايا ان يبنوا بنيانا يعتصمون فيه وجمعهم علي ذلك نمروذ بن كنعان الجبار فبنوه حتي انتهي طوله خمسة الاف باع وماءة وسبعين باعا وكان اسفله اوسع من اعلاه وكانت فيه محاريب ومقاصير ومساكن عجيبة من الرخام مزينة بالجوهر والذهب وكثير ما يكاد سامعه يصدق به علي ما حكته كتب الفلاسفة وقد اتي ذكر ذلك في التوراة فبلبل الله السنتهم حتي صار لا يفهم الرجل الرجل وتفرقوا لغات شتي بعد ما كانوا لسانا واحدا وامة واحدة فصاروا امما وشعوبا والسنة وسمي المكان بابيل وبعد البلبلة انتقل نمروذ الي ناحية ارض فارس وفرض علي اهلها عبادة النار وفي ذلك الزمان ابتدءت عبادة الاوثان وبنيت لها المحاريب -فصار-ت سن---و الدنيا- الي مو--لد --را---غو ال----في	لما كثروا ونموا توقعوا ان يعود عليهم طوفان اخر فيهلكهم فاجتمعوا واداروا راي- ان يبنوا بنيانا يعتصمون فيه وجمعهم علي ذلك نمرود بن كنعان الجبار فبنوه حتي انتهي طوله خمسة الاف باع وماءة وسبعين باعة وكان اسفله اوسع من اعلاه وكانت فيه محاريب ومقاصير ومساكن عجيبة من الرخام مزينة بالجوهر والذهب --------------------------------------------------------------------------------فبلبل الله السنتهم حتي صار لا يفهم الرجل الرجل وتفرقوا لغات شتي بعد-ما كانوا لسانا واحدا وامة واحدة فصاروا امما وشعوبا والسنة وسمي المكان باب-ل وبعد البلبلة انتقل نمرود الي ناحية ارض فارس وفرض علي اهلها عبادة النار وفي ذلك الزمان اشتد-ت عبادة الاوثان وبنيت لها المحاريب وقد روي عن ابن عباس ان النمرود بن كنعان بني الصرح في	30	331	0	7649697360082059628	-4616379136010333000	464	691	82.05499267578125	93	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
245	39	1646	1564	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms103	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2219	1312	العساكر عل-ي محارب-ة -ال----ر----وم ا-لغريقيين فانه ظفر اولا وظفر به اخرا وذلك انه افتتح في اول امره -مدينة اوليطة الاثنياشيين وكان الاثنياشيون قد ارادوا مصالحته وينصرف عنهم حتي ---مع ذلك الروم الغريقيون وعظم عليهم ذلك وخاطبوا الاثنياشيين وقالوا لهم قبحكم الله من امة اتصالحون فلا قد اوقعن----ا-- بهم ----------امس ----و---------ه-م من شرهم ام رغبة في خيرهم فرجعوا عن تلك النية -------------ذلك ولجوا في مخالفته احرق ما قدر عليه من قراهم ومضي بعساكره الي -----ابنه من بلاد دردانية وهم من الروم الغريقيين -ل-----ا-ن --دردا-ن-ه ---بن شل-بيه بن ----طرا-------ج --بن ---مو-----اش ----------ماءة الف مقاتل فلما لاقاهم تقاتلوا مليا ثم انكشفت الهزيمة علي -----الفرس -----جميع عسكره ولم يخلص الا في نفر بين اصحابه مسلوبا فاصاب الروم الغريقيون ما كان في جميع ذلك العسكر من عدد الملك وصناعته القديمة واقتسموا امو-------ال--- وفضته وكان الذي صار اليهم من كثرة ذلك سببا لفسادهم فيما استقبلوه من امرهم ثم ان الفرس اتصلت عليهم نوازل المكروه وتتابعت عليهم حوادث النكوب وقدما ترادفت البلايا وتتابعت المكاره وكانت صدورها متصلة باعجازها واواءلها دليلة علي اواخرها ومن ذلك ان اليوم الذي انتهب عسكر مرداق -في بلد مواشية في ذلك اليوم كان قطيع من عسكر الفرس يقاتل الروم الغريقيين ايضا علي المراكب في بلد اشية الصغري تحت جبل انقلان فوقع في ذلك اليوم الخبر علي كلا العسكرين بوقيعة مرداق وغلبة الروم علي عس-كره واصابتهم ما كان معه ومن العجب ان الوقيعة كانت في بلد مواشية بالمشرق وان الخبر وقع في بلد اشية الصغري علي بعد ما بين البلدين منتصف النهار فكان اكثر ما له كتب تاريخه وعرف وقته ---ان الفرس كان واقعهم الخبر بمصاب اصحابهم فانكسرت قلوبهم وانهزموا وقتلوا من	ال-قاءد الذي كان بفي بالعساكر علي محاربة الروم فانه ظفر اولا وظفر به اخرا وذلك انه افتتح في اول امره اولبظة من مدن الاثنياشيين وكان الاثنياشيون قد ارادوا مصالحته وينصرف عنهم حتي تسامع ذلك الروم الغريقيون وعظم عليهم ذلك وخاطبوا الاثنياشيين وقالوا لهم فيحكم الله من امة اتصالحون فلا قد اوقعناهم امس وهم حديثو نكبة ما تبتعون بهذا ارهبة من شرهم ام رغبة في خيرهم فرجعوا عن تلك النية فلما ابوا عن ذلك ولحوا في مخالفته احرق ما قدر عليه من قراهم ومضي بعساكره الي كورة ابنه من بلاد در-انيه وهم من الروم الغريقيين فلما تسامع بذلك اجناس الروم الغريقيين اجتمعوا في صعيد واحد وخرجوا تلقاه في نحو من ماءة الف مقاتل فلما لاقاهم تقاءلوا مليا ثم انكشفت الهزيمة علي قاءد الفرس فذهب جميع عسكره ولم يخلص الا في نفر -من اصحابه مسلوبا فاصاب الروم الغريقيون ما كان في جميع ذلك العسكر من عدد الملك وصناعته القديمة واقتسموا اموال ملك الفرس وفضته وكان الذي صار اليهم من كشرة ذلك سببا لفسادهم فيما استقبلوه من امرهم تم ان الفرس اتصلت عليهم نوازك المكروه وتتابعت عليهم حوادث النكوب وقد-- ترافدت البلايا وتتابعت المكاره وكانت صدورها متصلة باعجازها واواثلها دليلة علي اواخرها ومن ذلك ان اليوم الذي انتهب عسكر مرداق وفي بلد مواشيه في ذلك اليوم كان قطيع من عسكر الفرس يقاءل الروم الغريقيين ايضا علي المراكب في بلد اشيه الصغري تحت جبل انقلان فوقع في ذلك اليوم الخير علي كلا العسكرين بوقيعة مرادق وغلبه الروم علي عساكره واصابتهم ما كان معه -من العجب ان الوقيعة كانت في بلد مواش-ة بالمشرق وان الخبر وفع في بلد اسبه الصغري علي بعد ما بين البلدين منتصف النهار فكان اكبر ما له كتب تاريخه وغرف وقته تم ان الفرس ----واقعهم الخبر بمضاب اصحابهم فانكسرت قلوبهم وانهزموا وقتلوا من	103	2219	0	-6489505007248489225	2640429491721637551	1058	1536	85.41666412353516	204	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
77	20	787	675	-4029061759496275370	3485423447167391186	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms134	0845Maqrizi.KhabarCanBashar.MMS00013-ara1.ms2231	506	-لو -لم---- التي كانت بيضة الفرس وراس ملكهم التي كانت اجتمعت اموال الدنيا ونعمها فهدمها وانتهب ما فيها ثم بلغه عن داري انه صار عند قوم من اللجذمونيين مكبلا في كبول من فضة وكان الذي اسره دمشقان بن ارنت بن خلب فتهيا لاتباعه وخرج متقدما في ستة الاف فارس فالفاه --بالطريق وحدة مجروحا جراحات كثيرة فلم يلبث ان هلك منها فاظهر الاسكندر الحزن عليه والمرثية له وامر بدفنه في مقابر الملوك قال هروشيوش فلقد كان في امر هذه الثلاث المعارك عبرة لمن اعتبر ووعظ لمن اتعظ انه قتل فيها من اهل مملكة واحدة نحو من خمسة عشر الف الف بين راكب وراجل من اهل -بل-د ا-شيا وقد كان قتل من اهل تلك المملكة قبل ذلك بنحو من ستين سنة نحو تسعة عشر الف الف الي الف الف بين راكب وراجل من اهل بلد ا-شيا وبلد سورية وبلد طرسوس وبلد جليجية وقبذوخية و--بلد -مصر وجزي-	الي المدينة التي كانت بيضة الفرس وراس ملكهم التي كان فيها اموال الدنيا مجتمعة فانتهب ما فيها ثم بلغه عن دارا انه صار عند قوم مكبلا في كبول من فضة فهيا ---------------------------------------------------------------لاتباعه وخرج متقدما في ستة الاف فارس فالقاه في الطريق وحده مجروحا جراحات كثيرة فلم يلبت ان هلك منها فاظهر الاسكندر الحزن عليه والمرتية له وامر بدفنه في مقابر الملوك قال-------- فلقد كان في امر هذه الثلاث المعارك غبرة لمن اعتبر ووعظ لمن اتعظ انه قتل فيها من اهل مملكة واحدة نحو من خمسة عشر الف الف بين راكب وراجل من اهل مملكة الفرس وقد كان قتل من اهل تلك المملكة قبل ذلك بنحو من ستين سنة نحو تسعة عشر الف الف الي الف الف بين راجل وراكب من اهل بلد الفرس وبلد الشام وبلد طرسوس وبلد فلسطين وبلد مصر وجزيرة رودس وجميع	134	2231	0	-3631928846614084809	-3798957543832462157	395	726	69.69696807861328	91	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.KhabarCanBashar.MMS00013-ara1
